date_time,temperature,humidity,wind_speed,wind_direction,pressure,precipitation,cloud_coverage,weather_condition,forecasted_weather,year,month,day,hour,weekday,is_weekend,season,wind_dir_label,season_encoded,wind_dir_encoded
13-07-2012,0.73442623,0.163265306,0.197802198,46,0.416545718,0.008944544,0.26,rain,rain,2012,7,13,0,4,0,Summer,NE,2,2
14-07-2012,0.780327869,0.734693878,0.197802198,214,0.526850508,0,0.78,rain,rain,2012,7,14,0,5,1,Summer,SW,2,6
15-07-2012,0.652459016,0.653061224,0.373626374,176,0.480406386,0,0.71,rain,rain,2012,7,15,0,6,1,Summer,S,2,4
16-07-2012,0.770491803,0.836734694,0.230769231,8,0.619738752,0.005366726,0.06,rain,rain,2012,7,16,0,0,0,Summer,N,2,1
17-07-2012,0.726229508,0.87755102,0.241758242,98,0.435413643,0,0.62,sun,sun,2012,7,17,0,1,0,Summer,E,2,0
18-07-2012,0.706557377,0.469387755,0.274725275,19,0.364296081,0,0.45,sun,sun,2012,7,18,0,2,0,Summer,N,2,1
19-07-2012,0.770491803,0.285714286,0.197802198,240,0.441219158,0,0.62,sun,sun,2012,7,19,0,3,0,Summer,SW,2,6
20-07-2012,0.670491803,0.632653061,0.395604396,60,0.439767779,0.271914132,0.11,rain,rain,2012,7,20,0,4,0,Summer,NE,2,2
21-07-2012,0.744262295,0.632653061,0.208791209,177,0.480406386,0,0.12,sun,sun,2012,7,21,0,5,1,Summer,S,2,4
22-07-2012,0.662295082,0.469387755,0.384615385,337,0.583454282,0.017889088,0.42,rain,rain,2012,7,22,0,6,1,Summer,NW,2,3
23-07-2012,0.616393443,0.816326531,0.318681319,61,0.576197388,0,0.16,rain,rain,2012,7,23,0,0,0,Summer,NE,2,2
24-07-2012,0.706557377,0.979591837,0.428571429,144,0.666182874,0,0.62,sun,sun,2012,7,24,0,1,0,Summer,SE,2,5
25-07-2012,0.772131148,0.979591837,0.241758242,215,0.374455733,0,0.8,sun,drizzle,2012,7,25,0,2,0,Summer,SW,2,6
26-07-2012,0.754098361,0.224489796,0.197802198,2,0.54862119,0,0.35,drizzle,drizzle,2012,7,26,0,3,0,Summer,N,2,1
27-07-2012,0.662295082,0.775510204,0.263736264,159,0.59796807,0,0.84,drizzle,drizzle,2012,7,27,0,4,0,Summer,S,2,4
28-07-2012,0.706557377,0.020408163,0.142857143,226,0.394775036,0,0.07,drizzle,drizzle,2012,7,28,0,5,1,Summer,SW,2,6
29-07-2012,0.744262295,0.040816327,0.175824176,268,0.461538462,0,0.68,sun,sun,2012,7,29,0,6,1,Summer,W,2,7
30-07-2012,0.660655738,0.979591837,0.285714286,119,0.238026125,0,0.89,sun,sun,2012,7,30,0,0,0,Summer,SE,2,5
31-07-2012,0.726229508,0.734693878,0.263736264,88,0.624092888,0,0.79,sun,sun,2012,7,31,0,1,0,Summer,E,2,0
01-08-2012,0.73442623,0.979591837,0.197802198,328,0.460087083,0,0.35,drizzle,drizzle,2012,8,1,0,2,0,Summer,NW,2,3
02-08-2012,0.706557377,0.326530612,0.230769231,67,0.6095791,0,0.27,sun,sun,2012,8,2,0,3,0,Summer,NE,2,2
03-08-2012,0.780327869,0.979591837,0.384615385,356,0.522496372,0,0.92,sun,sun,2012,8,3,0,4,0,Summer,N,2,1
04-08-2012,0.954098361,0.020408163,0.362637363,97,0.464441219,0,0.46,sun,rain,2012,8,4,0,5,1,Summer,E,2,0
05-08-2012,0.972131148,0.020408163,0.164835165,266,0.261248186,0,0.75,sun,rain,2012,8,5,0,6,1,Summer,W,2,7
06-08-2012,0.844262295,0.551020408,0.230769231,104,0.287373004,0,1,rain,sun,2012,8,6,0,0,0,Summer,E,2,0
07-08-2012,0.716393443,0.448979592,0.241758242,322,0.116110305,0,0.29,drizzle,drizzle,2012,8,7,0,1,0,Summer,NW,2,3
08-08-2012,0.73442623,0.734693878,0.296703297,122,0.410740203,0,0.22,sun,sun,2012,8,8,0,2,0,Summer,SE,2,5
09-08-2012,0.760655738,0.632653061,0.373626374,28,0.822931785,0,0.15,drizzle,drizzle,2012,8,9,0,3,0,Summer,NE,2,2
10-08-2012,0.744262295,0.653061224,0.208791209,136,0.30478955,0,0.13,sun,sun,2012,8,10,0,4,0,Summer,SE,2,5
11-08-2012,0.806557377,0,0.230769231,194,0.11030479,0,0.73,sun,rain,2012,8,11,0,5,1,Summer,S,2,4
12-08-2012,0.872131148,0.367346939,0.285714286,225,0.631349782,0,0.7,sun,sun,2012,8,12,0,6,1,Summer,SW,2,6
13-08-2012,0.872131148,0.020408163,0.263736264,331,0.834542816,0,0.51,sun,sun,2012,8,13,0,0,0,Summer,NW,2,3
14-08-2012,0.826229508,0.87755102,0.263736264,169,0.535558781,0,0.36,sun,sun,2012,8,14,0,1,0,Summer,S,2,4
15-08-2012,0.908196721,0.510204082,0.472527473,8,0.534107402,0,0.28,sun,snow,2012,8,15,0,2,0,Summer,N,2,1
16-08-2012,0.98852459,0.632653061,0.263736264,39,0.447024673,0,0.66,sun,sun,2012,8,16,0,3,0,Summer,NE,2,2
17-08-2012,0.926229508,0.102040816,0.153846154,24,0.23222061,0,0.14,sun,sun,2012,8,17,0,4,0,Summer,NE,2,2
18-08-2012,0.716393443,0.632653061,0.285714286,260,0.281567489,0,0.99,drizzle,sun,2012,8,18,0,5,1,Summer,W,2,7
19-08-2012,0.752459016,0.06122449,0.252747253,225,0.445573295,0,0.46,drizzle,drizzle,2012,8,19,0,6,1,Summer,SW,2,6
20-08-2012,0.790163934,0.204081633,0.164835165,123,0.417997097,0,0.45,sun,snow,2012,8,20,0,0,0,Summer,SE,2,5
21-08-2012,0.724590164,0.326530612,0.285714286,37,0.474600871,0,0.51,rain,rain,2012,8,21,0,1,0,Summer,NE,2,2
22-08-2012,0.706557377,0.755102041,0.208791209,327,0.612481858,0,0.18,sun,sun,2012,8,22,0,2,0,Summer,NW,2,3
23-08-2012,0.698360656,0.469387755,0.373626374,250,0.407837446,0,0.76,sun,sun,2012,8,23,0,3,0,Summer,W,2,7
24-08-2012,0.652459016,0.081632653,0.318681319,175,0.615384615,0,0.2,sun,sun,2012,8,24,0,4,0,Summer,S,2,4
25-08-2012,0.744262295,0.673469388,0.307692308,89,0.407837446,0,0.63,sun,snow,2012,8,25,0,5,1,Summer,E,2,0
26-08-2012,0.670491803,0.102040816,0.32967033,36,0.642960813,0,0.36,sun,sun,2012,8,26,0,6,1,Summer,NE,2,2
27-08-2012,0.73442623,0.428571429,0.153846154,315,0.505079826,0,0.26,sun,sun,2012,8,27,0,0,0,Summer,NW,2,3
28-08-2012,0.698360656,0.204081633,0.307692308,175,0.428156749,0,0.54,sun,sun,2012,8,28,0,1,0,Summer,S,2,4
29-08-2012,0.716393443,0.959183673,0.21978022,283,0.502177068,0,0.28,sun,sun,2012,8,29,0,2,0,Summer,W,2,7
30-08-2012,0.708196721,0.306122449,0.164835165,80,0.449927431,0,0.19,sun,sun,2012,8,30,0,3,0,Summer,E,2,0
31-08-2012,0.662295082,0.653061224,0.274725275,113,0.507982583,0,0.24,sun,sun,2012,8,31,0,4,0,Summer,SE,2,5
01-09-2012,0.654098361,0.163265306,0.186813187,39,0.602322206,0,0.69,sun,sun,2012,9,1,0,5,1,Fall,NE,0,2
02-09-2012,0.63442623,0.102040816,0.175824176,300,0.478955007,0,0.62,sun,snow,2012,9,2,0,6,1,Fall,NW,0,3
03-09-2012,0.708196721,0.306122449,0.318681319,223,0.438316401,0,0.35,sun,sun,2012,9,3,0,0,0,Fall,SW,0,6
04-09-2012,0.706557377,0.571428571,0.296703297,317,0.32946299,0,0.01,sun,sun,2012,9,4,0,1,0,Fall,NW,0,3
05-09-2012,0.744262295,0.040816327,0.241758242,348,0.576197388,0,0.21,sun,sun,2012,9,5,0,2,0,Fall,N,0,1
06-09-2012,0.824590164,0.387755102,0.417582418,114,0.542815675,0,0.95,sun,sun,2012,9,6,0,3,0,Fall,SE,0,5
07-09-2012,0.870491803,0.714285714,0.296703297,185,0.320754717,0,0.15,sun,snow,2012,9,7,0,4,0,Fall,S,0,4
08-09-2012,0.752459016,0.367346939,0.285714286,322,0.613933237,0,0.17,sun,sun,2012,9,8,0,5,1,Fall,NW,0,3
09-09-2012,0.662295082,0.510204082,0.505494505,55,0.317851959,0.005366726,0.68,rain,rain,2012,9,9,0,6,1,Fall,NE,0,2
10-09-2012,0.644262295,0.040816327,0.384615385,39,0.641509434,0.005366726,0.53,rain,drizzle,2012,9,10,0,0,0,Fall,NE,0,2
11-09-2012,0.598360656,0.367346939,0.417582418,353,0.592162554,0,0.99,sun,sun,2012,9,11,0,1,0,Fall,N,0,1
12-09-2012,0.652459016,0.387755102,0.571428571,39,0.552975327,0,0.29,sun,sun,2012,9,12,0,2,0,Fall,NE,0,2
13-09-2012,0.772131148,0.632653061,0.351648352,346,0.436865022,0,0.44,sun,fog,2012,9,13,0,3,0,Fall,N,0,1
14-09-2012,0.73442623,0.12244898,0.120879121,236,0.576197388,0,0.18,sun,sun,2012,9,14,0,4,0,Fall,SW,0,6
15-09-2012,0.670491803,0.816326531,0.164835165,288,0.648766328,0,0.86,sun,sun,2012,9,15,0,5,1,Fall,W,0,7
16-09-2012,0.678688525,0.653061224,0.208791209,261,0.577648766,0,0.33,sun,sun,2012,9,16,0,6,1,Fall,W,0,7
17-09-2012,0.772131148,0.795918367,0.197802198,215,0.394775036,0,0.12,fog,fog,2012,9,17,0,0,0,Fall,SW,0,6
18-09-2012,0.772131148,0.775510204,0.10989011,146,0.531204644,0,0.42,sun,sun,2012,9,18,0,1,0,Fall,SE,0,5
19-09-2012,0.708196721,0.346938776,0.164835165,335,0.656023222,0,0.61,drizzle,drizzle,2012,9,19,0,2,0,Fall,NW,0,3
20-09-2012,0.606557377,0.795918367,0.230769231,167,0.811320755,0,0.92,drizzle,drizzle,2012,9,20,0,3,0,Fall,S,0,4
21-09-2012,0.598360656,0,0.186813187,91,0.461538462,0,0.99,drizzle,drizzle,2012,9,21,0,4,0,Fall,E,0,0
22-09-2012,0.63442623,0.204081633,0.076923077,352,0.616835994,0.005366726,0.21,rain,rain,2012,9,22,0,5,1,Fall,N,0,1
23-09-2012,0.606557377,0.551020408,0.10989011,58,0.656023222,0,0.51,fog,fog,2012,9,23,0,6,1,Fall,NE,0,2
24-09-2012,0.63442623,0.489795918,0.153846154,58,0.374455733,0,0.51,fog,fog,2012,9,24,0,0,0,Fall,NE,0,2
25-09-2012,0.624590164,1,0.142857143,303,0.750362845,0,0.35,sun,rain,2012,9,25,0,1,0,Fall,NW,0,3
26-09-2012,0.596721311,0.448979592,0.142857143,168,0.336719884,0,0.72,drizzle,drizzle,2012,9,26,0,2,0,Fall,S,0,4
27-09-2012,0.662295082,0.612244898,0.142857143,268,0.6095791,0,0.18,drizzle,drizzle,2012,9,27,0,3,0,Fall,W,0,7
28-09-2012,0.73442623,0.591836735,0.076923077,44,0.53701016,0,0.37,rain,rain,2012,9,28,0,4,0,Fall,NE,0,2
29-09-2012,0.662295082,0.836734694,0.428571429,344,0.500725689,0,0.69,sun,sun,2012,9,29,0,5,1,Fall,N,0,1
30-09-2012,0.598360656,0.693877551,0.296703297,180,0.862119013,0,0.78,sun,sun,2012,9,30,0,6,1,Fall,S,0,4
01-10-2012,0.652459016,0.12244898,0.285714286,169,0.448476052,0,0.56,sun,sun,2012,10,1,0,0,0,Fall,S,0,4
02-10-2012,0.580327869,0.306122449,0.406593407,355,0.445573295,0,0.19,sun,sun,2012,10,2,0,1,0,Fall,N,0,1
03-10-2012,0.562295082,0.510204082,0.758241758,190,0.685050798,0,0.08,sun,sun,2012,10,3,0,2,0,Fall,S,0,4
04-10-2012,0.570491803,0.959183673,0.67032967,154,0.602322206,0,0.31,sun,sun,2012,10,4,0,3,0,Fall,SE,0,5
05-10-2012,0.626229508,0.979591837,0.582417582,187,0.677793904,0,0.03,sun,fog,2012,10,5,0,4,0,Fall,S,0,4
06-10-2012,0.644262295,0.020408163,0.516483516,6,0.509433962,0,0.49,sun,sun,2012,10,6,0,5,1,Fall,N,0,1
07-10-2012,0.644262295,0,0.098901099,132,0.538461538,0,0.81,sun,sun,2012,10,7,0,6,1,Fall,SE,0,5
08-10-2012,0.598360656,0.959183673,0.164835165,234,0.76777939,0,0.04,sun,sun,2012,10,8,0,0,0,Fall,SW,0,6
09-10-2012,0.53442623,0.224489796,0.131868132,44,0.370101597,0,0.19,drizzle,drizzle,2012,10,9,0,1,0,Fall,NE,0,2
10-10-2012,0.460655738,0.081632653,0.10989011,313,0.477503628,0,0.86,drizzle,drizzle,2012,10,10,0,2,0,Fall,NW,0,3
11-10-2012,0.470491803,0.734693878,0.098901099,248,0.608127721,0,0.74,drizzle,drizzle,2012,10,11,0,3,0,Fall,W,0,7
12-10-2012,0.498360656,0.632653061,0.461538462,30,0.46298984,0.035778175,0.36,rain,rain,2012,10,12,0,4,0,Fall,NE,0,2
13-10-2012,0.580327869,0.163265306,0.384615385,22,0.409288824,0.085867621,0.21,rain,rain,2012,10,13,0,5,1,Fall,N,0,1
14-10-2012,0.63442623,0.816326531,0.32967033,159,0.582002903,0.295169946,0.57,rain,rain,2012,10,14,0,6,1,Fall,S,0,4
15-10-2012,0.58852459,0.693877551,0.461538462,157,0.686502177,0.141323792,0.67,rain,rain,2012,10,15,0,0,0,Fall,SE,0,5
16-10-2012,0.524590164,0.367346939,0.56043956,38,0.471698113,0,0.92,sun,sun,2012,10,16,0,1,0,Fall,NE,0,2
17-10-2012,0.460655738,0.959183673,0.131868132,81,0.467343977,0,0.43,sun,sun,2012,10,17,0,2,0,Fall,E,0,0
18-10-2012,0.526229508,0.306122449,0.175824176,355,0.397677794,0.372093023,0.33,rain,rain,2012,10,18,0,3,0,Fall,N,0,1
19-10-2012,0.524590164,0.040816327,0.538461538,257,0.448476052,0.085867621,0.76,rain,rain,2012,10,19,0,4,0,Fall,W,0,7
20-10-2012,0.406557377,0.387755102,0.582417582,205,0.648766328,0.008944544,0.41,rain,rain,2012,10,20,0,5,1,Fall,SW,0,6
21-10-2012,0.38852459,0.469387755,0.252747253,76,0.503628447,0.114490161,0.08,rain,rain,2012,10,21,0,6,1,Fall,E,0,0
22-10-2012,0.306557377,0.653061224,0.241758242,11,0.375907112,0.15921288,0.94,rain,rain,2012,10,22,0,0,0,Fall,N,0,1
23-10-2012,0.398360656,0.469387755,0.285714286,294,0.529753266,0,0.06,rain,rain,2012,10,23,0,1,0,Fall,NW,0,3
24-10-2012,0.416393443,0.204081633,0.186813187,223,0.644412192,0.127012522,0.67,rain,rain,2012,10,24,0,2,0,Fall,SW,0,6
25-10-2012,0.426229508,0.979591837,0.120879121,12,0.410740203,0,0.18,sun,sun,2012,10,25,0,3,0,Fall,N,0,1
26-10-2012,0.424590164,0.142857143,0.230769231,45,0.298984035,0.026833631,0.93,rain,snow,2012,10,26,0,4,0,Fall,NE,0,2
27-10-2012,0.514754098,0.714285714,0.516483516,154,0.809869376,0.413237925,0.3,rain,rain,2012,10,27,0,5,1,Fall,SE,0,5
28-10-2012,0.524590164,0.755102041,0.373626374,112,0.291727141,0.109123435,0.34,rain,rain,2012,10,28,0,6,1,Fall,E,0,0
29-10-2012,0.544262295,0.795918367,0.494505495,232,0.439767779,0.194991055,0.56,rain,rain,2012,10,29,0,0,0,Fall,SW,0,6
30-10-2012,0.570491803,0.387755102,0.263736264,16,0.525399129,0.617173524,0.84,rain,rain,2012,10,30,0,1,0,Fall,N,0,1
31-10-2012,0.562295082,0.693877551,0.252747253,359,0.452830189,0.259391771,0.6,rain,rain,2012,10,31,0,2,0,Fall,N,0,1
01-11-2012,0.544262295,0.959183673,0.285714286,222,0.481857765,0.17352415,0.3,rain,rain,2012,11,1,0,3,0,Fall,SW,0,6
02-11-2012,0.544262295,0.489795918,0.065934066,353,0.576197388,0.100178891,0.82,rain,rain,2012,11,2,0,4,0,Fall,N,0,1
03-11-2012,0.562295082,0.693877551,0.351648352,187,0.145137881,0.008944544,0.94,rain,rain,2012,11,3,0,5,1,Fall,S,0,4
04-11-2012,0.626229508,0.489795918,0.373626374,343,0.307692308,0.14490161,0.52,rain,rain,2012,11,4,0,6,1,Fall,N,0,1
05-11-2012,0.498360656,0.571428571,0.395604396,162,0.497822932,0.01431127,0.31,rain,rain,2012,11,5,0,0,0,Fall,S,0,4
06-11-2012,0.444262295,0.346938776,0.340659341,325,0.433962264,0.005366726,0.65,rain,sun,2012,11,6,0,1,0,Fall,NW,0,3
07-11-2012,0.38852459,0.918367347,0.32967033,73,0.510885341,0,0.58,rain,rain,2012,11,7,0,2,0,Fall,E,0,0
08-11-2012,0.306557377,0.346938776,0.32967033,232,0.525399129,0,0.09,rain,rain,2012,11,8,0,3,0,Fall,SW,0,6
09-11-2012,0.28852459,0.020408163,0.175824176,223,0.184325109,0,0.01,rain,rain,2012,11,9,0,4,0,Fall,SW,0,6
10-11-2012,0.242622951,0.693877551,0.197802198,318,0.676342525,0,0.65,sun,sun,2012,11,10,0,5,1,Fall,NW,0,3
11-11-2012,0.28852459,0.306122449,0.285714286,59,0.419448476,0.271914132,0.59,rain,rain,2012,11,11,0,6,1,Fall,NE,0,2
12-11-2012,0.43442623,0.816326531,0.285714286,334,0.36574746,0.064400716,0.87,rain,rain,2012,11,12,0,0,0,Fall,NW,0,3
13-11-2012,0.43442623,0.714285714,0.230769231,221,0.522496372,0.094812165,0.16,rain,rain,2012,11,13,0,1,0,Fall,SW,0,6
14-11-2012,0.38852459,0.653061224,0.241758242,36,0.507982583,0.01431127,0.95,rain,snow,2012,11,14,0,2,0,Fall,NE,0,2
15-11-2012,0.324590164,0.06122449,0.21978022,277,0.666182874,0,0.15,drizzle,drizzle,2012,11,15,0,3,0,Fall,W,0,7
16-11-2012,0.314754098,0.653061224,0.131868132,195,0.531204644,0.100178891,0.15,rain,fog,2012,11,16,0,4,0,Fall,S,0,4
17-11-2012,0.424590164,0.265306122,0.538461538,351,0.660377358,0.109123435,0.45,rain,rain,2012,11,17,0,5,1,Fall,N,0,1
18-11-2012,0.38852459,0.408163265,0.494505495,241,0.355587808,0.141323792,0.38,rain,rain,2012,11,18,0,6,1,Fall,SW,0,6
19-11-2012,0.478688525,0.959183673,0.615384615,323,0.51233672,0.967799642,0.3,rain,rain,2012,11,19,0,0,0,Fall,NW,0,3
20-11-2012,0.424590164,0.387755102,0.417582418,218,0.330914369,0.067978533,0.87,rain,rain,2012,11,20,0,1,0,Fall,SW,0,6
21-11-2012,0.324590164,0.142857143,0.56043956,191,0.506531205,0.200357782,0,rain,rain,2012,11,21,0,2,0,Fall,S,0,4
22-11-2012,0.316393443,0.12244898,0.120879121,16,0.47605225,0,0.1,rain,rain,2012,11,22,0,3,0,Fall,N,0,1
23-11-2012,0.378688525,0.040816327,0.21978022,11,0.468795356,0.572450805,0.84,rain,rain,2012,11,23,0,4,0,Fall,N,0,1
24-11-2012,0.33442623,0.326530612,0.087912088,192,0.470246734,0,0.03,rain,rain,2012,11,24,0,5,1,Fall,S,0,4
25-11-2012,0.278688525,0.653061224,0.351648352,21,0.599419448,0,0.7,drizzle,drizzle,2012,11,25,0,6,1,Fall,N,0,1
26-11-2012,0.306557377,0.959183673,0.373626374,119,0.258345428,0,0.25,fog,fog,2012,11,26,0,0,0,Fall,SE,0,5
27-11-2012,0.316393443,0.224489796,0.120879121,209,0.361393324,0,0.49,sun,drizzle,2012,11,27,0,1,0,Fall,SW,0,6
28-11-2012,0.314754098,0.428571429,0.274725275,305,0.486211901,0.050089445,0.11,rain,rain,2012,11,28,0,2,0,Fall,NW,0,3
29-11-2012,0.462295082,0.428571429,0.417582418,269,0.320754717,0.026833631,0.94,rain,rain,2012,11,29,0,3,0,Fall,W,0,7
30-11-2012,0.498360656,0.918367347,0.461538462,191,0.499274311,0.636851521,0.8,rain,rain,2012,11,30,0,4,0,Fall,S,0,4
01-12-2012,0.478688525,0.591836735,0.56043956,174,0.484760522,0.073345259,0.96,rain,rain,2012,12,1,0,5,1,Winter,S,3,4
02-12-2012,0.378688525,0.755102041,0.637362637,284,0.288824383,0.350626118,0.74,rain,rain,2012,12,2,0,6,1,Winter,W,3,7
03-12-2012,0.396721311,0.755102041,0.43956044,203,0.281567489,0.23255814,0.91,rain,rain,2012,12,3,0,0,0,Winter,SW,3,6
04-12-2012,0.43442623,0.897959184,0.637362637,163,0.111756168,0.254025045,0.95,rain,rain,2012,12,4,0,1,0,Winter,S,3,4
05-12-2012,0.342622951,0.142857143,0.505494505,250,0.314949202,0.026833631,0.64,rain,rain,2012,12,5,0,2,0,Winter,W,3,7
06-12-2012,0.342622951,0.530612245,0.516483516,226,0.493468795,0.026833631,0.46,rain,rain,2012,12,6,0,3,0,Winter,SW,3,6
07-12-2012,0.306557377,0.530612245,0.461538462,6,0.515239478,0.017889088,0.91,rain,rain,2012,12,7,0,4,0,Winter,N,3,1
08-12-2012,0.28852459,0.673469388,0.175824176,28,0.521044993,0,0.52,sun,sun,2012,12,8,0,5,1,Winter,NE,3,2
09-12-2012,0.280327869,0.408163265,0.186813187,32,0.378809869,0.026833631,0.7,rain,rain,2012,12,9,0,6,1,Winter,NE,3,2
10-12-2012,0.33442623,0.591836735,0.153846154,133,0.489114659,0.008944544,0.01,rain,rain,2012,12,10,0,0,0,Winter,SE,3,5
11-12-2012,0.344262295,0.653061224,0.450549451,78,0.550072569,0.053667263,0.23,rain,rain,2012,12,11,0,1,0,Winter,E,3,0
12-12-2012,0.306557377,0.551020408,0.175824176,57,0.307692308,0.14490161,0.03,rain,rain,2012,12,12,0,2,0,Winter,NE,3,2
13-12-2012,0.296721311,0.93877551,0.263736264,25,0.509433962,0.041144902,0.18,rain,rain,2012,12,13,0,3,0,Winter,NE,3,2
14-12-2012,0.242622951,0.653061224,0.142857143,225,0.587808418,0.141323792,0.25,rain,rain,2012,12,14,0,4,0,Winter,SW,3,6
15-12-2012,0.206557377,0.081632653,0.516483516,284,0.420899855,0.094812165,0.74,snow,snow,2012,12,15,0,5,1,Winter,W,3,7
16-12-2012,0.28852459,0.959183673,0.56043956,3,0.64586357,0.404293381,0.39,snow,snow,2012,12,16,0,6,1,Winter,N,3,1
17-12-2012,0.28852459,0.367346939,1,98,0.423802612,0.035778175,0.49,rain,rain,2012,12,17,0,0,0,Winter,E,3,0
18-12-2012,0.198360656,0.06122449,0.538461538,38,0.367198839,0.059033989,0.42,snow,snow,2012,12,18,0,1,0,Winter,NE,3,2
19-12-2012,0.28852459,0.693877551,0.593406593,270,0.57329463,0.245080501,0.74,snow,snow,2012,12,19,0,2,0,Winter,W,3,7
20-12-2012,0.252459016,0.979591837,0.362637363,284,0.786647315,0.236135957,0.66,rain,rain,2012,12,20,0,3,0,Winter,W,3,7
21-12-2012,0.232786885,0.326530612,0.142857143,156,0.505079826,0.032200358,0.11,rain,rain,2012,12,21,0,4,0,Winter,SE,3,5
22-12-2012,0.324590164,0.87755102,0.340659341,74,0.583454282,0.059033989,0.66,rain,rain,2012,12,22,0,5,1,Winter,E,3,0
23-12-2012,0.296721311,0.551020408,0.230769231,287,0.417997097,0.118067979,0.26,rain,rain,2012,12,23,0,6,1,Winter,W,3,7
24-12-2012,0.262295082,0.591836735,0.263736264,129,0.312046444,0.005366726,0.53,rain,rain,2012,12,24,0,0,0,Winter,SE,3,5
25-12-2012,0.262295082,0.571428571,0.417582418,174,0.516690856,0.241502683,0.65,snow,snow,2012,12,25,0,1,0,Winter,S,3,4
26-12-2012,0.28852459,0.918367347,0.494505495,83,0.538461538,0.082289803,0.48,rain,rain,2012,12,26,0,2,0,Winter,E,3,0
27-12-2012,0.306557377,0.102040816,0.307692308,21,0.439767779,0.073345259,0.15,rain,rain,2012,12,27,0,3,0,Winter,N,3,1
28-12-2012,0.324590164,0.693877551,0.142857143,26,0.583454282,0,0.01,rain,rain,2012,12,28,0,4,0,Winter,NE,3,2
29-12-2012,0.260655738,0.816326531,0.142857143,194,0.397677794,0.026833631,0.59,rain,rain,2012,12,29,0,5,1,Winter,S,3,4
30-12-2012,0.196721311,0.734693878,0.153846154,336,0.361393324,0,0.53,drizzle,drizzle,2012,12,30,0,6,1,Winter,NW,3,3
31-12-2012,0.160655738,0.469387755,0.175824176,235,0.64586357,0,0.29,drizzle,drizzle,2012,12,31,0,0,0,Winter,SW,3,6
01-01-2013,0.160655738,0.571428571,0.252747253,91,0.647314949,0,0.83,sun,sun,2013,1,1,0,1,0,Winter,E,3,0
02-01-2013,0.206557377,0.979591837,0.307692308,20,0.400580552,0,0.37,sun,sun,2013,1,2,0,2,0,Winter,N,3,1
03-01-2013,0.206557377,0.918367347,0.285714286,302,0.741654572,0.073345259,0.27,rain,rain,2013,1,3,0,3,0,Winter,NW,3,3
04-01-2013,0.324590164,0.612244898,0.263736264,356,0.449927431,0.044722719,0.24,rain,sun,2013,1,4,0,4,0,Winter,N,3,1
05-01-2013,0.306557377,0.693877551,0.296703297,83,0.503628447,0.053667263,0.95,rain,rain,2013,1,5,0,5,1,Winter,E,3,0
06-01-2013,0.28852459,0.653061224,0.285714286,261,0.480406386,0.035778175,0.09,rain,rain,2013,1,6,0,6,1,Winter,W,3,7
07-01-2013,0.360655738,0.408163265,0.758241758,146,0.567489115,0.041144902,0.59,rain,rain,2013,1,7,0,0,0,Winter,SE,3,5
08-01-2013,0.408196721,0.632653061,0.648351648,256,0.531204644,0.291592129,0.41,rain,rain,2013,1,8,0,1,0,Winter,W,3,7
09-01-2013,0.316393443,0.448979592,0.516483516,57,0.529753266,0.686940966,0.39,rain,snow,2013,1,9,0,2,0,Winter,NE,3,2
10-01-2013,0.168852459,0.653061224,0.186813187,14,0.343976778,0.005366726,0.96,snow,snow,2013,1,10,0,3,0,Winter,N,3,1
11-01-2013,0.124590164,0.040816327,0.164835165,161,0.246734398,0,0.76,drizzle,drizzle,2013,1,11,0,4,0,Winter,S,3,4
12-01-2013,0.106557377,0.346938776,0.175824176,162,0.657474601,0,0.41,sun,sun,2013,1,12,0,5,1,Winter,S,3,4
13-01-2013,0.08852459,0.489795918,0.120879121,319,0.412191582,0,0.46,sun,sun,2013,1,13,0,6,1,Winter,NW,3,3
14-01-2013,0.142622951,0.836734694,0.098901099,280,0.484760522,0,0.36,sun,sun,2013,1,14,0,0,0,Winter,W,3,7
15-01-2013,0.224590164,0.612244898,0.208791209,279,0.539912917,0,0.79,sun,sun,2013,1,15,0,1,0,Winter,W,3,7
16-01-2013,0.160655738,0.040816327,0.153846154,11,0.728592163,0,0.21,drizzle,drizzle,2013,1,16,0,2,0,Winter,N,3,1
17-01-2013,0.142622951,0.795918367,0.065934066,273,0.515239478,0,0.56,drizzle,drizzle,2013,1,17,0,3,0,Winter,W,3,7
18-01-2013,0.160655738,0.918367347,0.098901099,270,0.435413643,0,0.83,drizzle,drizzle,2013,1,18,0,4,0,Winter,W,3,7
19-01-2013,0.132786885,0.469387755,0.164835165,207,0.416545718,0,0.26,drizzle,drizzle,2013,1,19,0,5,1,Winter,SW,3,6
20-01-2013,0.168852459,1,0.186813187,26,0.486211901,0,0.4,drizzle,drizzle,2013,1,20,0,6,1,Winter,NE,3,2
21-01-2013,0.132786885,0.632653061,0.076923077,71,0.359941945,0,0.79,drizzle,rain,2013,1,21,0,0,0,Winter,E,3,0
22-01-2013,0.150819672,0.93877551,0.021978022,59,0.496371553,0,0.33,drizzle,drizzle,2013,1,22,0,1,0,Winter,NE,3,2
23-01-2013,0.278688525,0.428571429,0.296703297,144,0.484760522,0.091234347,0.31,rain,rain,2013,1,23,0,2,0,Winter,SE,3,5
24-01-2013,0.260655738,0.448979592,0.241758242,92,0.730043541,0.103756708,0.89,rain,fog,2013,1,24,0,3,0,Winter,E,3,0
